Obs,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
51,11:44:19,2025-07-23,Manual gsw+F,LI-COR Default,,051,,,0.019549,2.190500,0.019376,0.622356,0.994420,0.971830,3.498983,2.504564,12.114328,12.395927,43.616531,0.441786,7.500000,PSF-00232_20250723114419_fc7,0.000000,0.000000,0.000000,91.856720,302.527130,0.696369,0.5,0.80,125.164833,1.000000,24.53,23.98,29.13,26.61,26.61,80.22,96.4,80.2,16.9,449,4.008,11:44:07,2025-07-23,0.38,1,0.000,0.001,0.007,0.030,0.324,1.101,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,291.424500,25,-7.730205,289.884918,291.450439,-1.565521,2.443081,2.451707,1.173261,0.754620,0.231434,-0.030256,0.287494,0.481679,91.856720,0.000630,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723114419_fc7,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
52,11:44:53,2025-07-23,Manual gsw+F,LI-COR Default,,052,,,0.000362,2.375369,0.000362,0.012281,0.948444,0.948047,3.595990,2.647546,11.817430,11.822374,44.824089,0.441786,7.500000,PSF-00232_20250723114453_00d,0.000000,0.000000,0.000000,51.040291,177.403091,0.712292,0.5,0.80,20.150003,1.000000,23.63,23.62,28.97,27.08,27.08,80.22,108.4,45.5,58.0,71,4.007,11:44:07,2025-07-23,0.38,1,-0.000,0.000,0.000,0.749,-8.099,-10.303,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,177.403091,25,7.138922,181.669952,187.632523,-5.962570,2.442527,2.450269,1.260321,0.685212,0.232953,-0.022799,0.288978,0.166030,51.040291,0.000644,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723114453_00d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
53,11:45:20,2025-07-23,Manual gsw+F,LI-COR Default,,053,,,0.013023,2.313751,0.012950,0.392930,0.971615,0.958423,3.340517,2.368902,11.946282,12.110713,41.637928,0.441786,7.500000,PSF-00232_20250723114520_7c9,0.000000,0.000000,0.000000,108.073357,388.216309,0.721616,0.5,0.80,16.454750,1.000000,24.39,24.06,28.84,25.83,25.83,80.23,104.3,62.9,39.7,57,4.006,11:44:07,2025-07-23,0.38,1,0.000,0.001,0.004,0.224,0.575,1.352,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,374.561554,25,-9.765233,372.180817,374.223633,-2.042816,2.443246,2.451510,1.229878,0.719248,0.234157,-0.035847,0.290116,0.154596,108.073357,0.000652,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723114520_7c9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
54,11:46:02,2025-07-23,Manual gsw+F,LI-COR Default,,054,,,-0.033360,2.497688,-0.033811,-1.103595,0.915576,0.948574,3.462687,2.547112,11.823734,11.412419,43.161526,0.441786,7.500000,PSF-00232_20250723114602_857,0.000000,0.000000,0.000000,71.414711,152.066101,0.530371,0.5,0.80,13.075371,1.000000,23.24,24.08,28.64,26.44,26.44,80.23,117.2,-9.3,107.9,62,4.005,11:44:07,2025-07-23,0.38,1,0.001,0.001,0.001,0.099,0.155,-0.438,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,146.043427,25,-4.255059,144.960159,145.968994,-1.008835,2.443314,2.449695,1.325837,0.585632,0.235985,-0.026402,0.291889,0.158453,71.414711,0.000634,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723114602_857,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
55,11:46:25,2025-07-23,Manual gsw+F,LI-COR Default,,055,,,0.006413,2.417454,0.006396,0.194465,0.946391,0.940276,3.320747,2.374355,11.720701,11.796935,41.393688,0.441786,7.500000,PSF-00232_20250723114625_7f0,0.000000,0.000000,0.000000,134.580734,383.158417,0.648760,0.5,0.80,23.636967,1.000000,24.18,24.03,28.53,25.73,25.73,80.22,111.4,57.4,48.5,91,4.005,11:44:07,2025-07-23,0.38,1,0.001,0.001,0.005,0.391,0.768,2.506,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,374.336243,25,-6.609307,370.752106,373.687897,-2.935791,2.443241,2.451224,1.282049,0.708313,0.237029,-0.033312,0.292953,0.183006,134.580734,0.000643,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723114625_7f0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
56,11:47:02,2025-07-23,Manual gsw+F,LI-COR Default,,056,,,0.005932,2.347575,0.005917,0.180122,0.977065,0.971146,3.353290,2.376225,12.105775,12.179550,41.800262,0.441786,7.500000,PSF-00232_20250723114702_caf,0.000000,0.000000,0.000000,63.356281,282.393768,0.775646,0.5,0.80,32.359791,1.000000,25.23,25.08,28.35,25.89,25.89,80.22,106.5,69.4,34.9,104,4.002,11:44:07,2025-07-23,0.38,1,0.002,0.000,0.001,-0.412,-0.221,-0.432,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,265.757904,25,-12.805079,264.505493,264.045258,0.460236,2.444941,2.452931,1.246396,0.732358,0.238750,-0.029211,0.294624,0.194022,59.661629,0.000640,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723114702_caf,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
57,11:48:54,2025-07-23,Manual gsw+F,LI-COR Default,,057,,,0.005173,2.372601,0.005162,0.161831,0.941966,0.936731,3.388734,2.446768,11.678877,11.744148,42.249718,0.441786,7.500000,PSF-00232_20250723114854_3db,0.000000,0.000000,0.000000,165.186523,415.623901,0.602558,0.5,0.80,49.832306,1.000000,25.04,24.90,27.85,26.07,26.07,80.21,108.2,105.1,2.9,207,4.000,11:44:07,2025-07-23,0.38,1,0.000,0.001,0.001,-2.926,7.203,26.404,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,409.594055,25,-4.697614,405.901184,408.892639,-2.991455,2.444728,2.452693,1.258920,0.808102,0.243488,-0.021210,0.300328,0.279435,165.186523,0.000635,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723114854_3db,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
58,11:49:40,2025-07-23,Manual gsw+F,LI-COR Default,,058,,,0.005586,2.495988,0.005573,0.157648,0.959584,0.954869,3.170119,2.210535,11.904425,11.963212,39.522125,0.441786,7.500000,PSF-00232_20250723114940_e0d,0.000000,0.000000,0.000000,109.506371,563.290039,0.805595,0.5,0.80,20.990200,1.000000,25.80,25.67,27.66,24.95,24.95,80.21,117.1,79.0,32.5,65,4.000,11:44:07,2025-07-23,0.38,1,0.001,0.001,0.006,3.300,11.142,39.583,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,542.276855,25,-13.994899,543.043274,543.236633,-0.193359,2.445975,2.453929,1.324874,0.752272,0.245355,-0.031938,0.302557,0.161375,109.506371,0.000641,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723114940_e0d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
59,11:50:12,2025-07-23,Manual gsw+F,LI-COR Default,,059,,,0.006140,2.446174,0.006125,0.180208,0.937978,0.932413,3.236552,2.298574,11.624325,11.693704,40.349854,0.441786,7.500000,PSF-00232_20250723115012_12a,0.000000,0.000000,0.000000,81.125381,388.033264,0.790932,0.5,0.80,19.953173,1.000000,25.42,25.27,27.52,25.30,25.30,80.21,113.4,79.4,30.0,63,3.996,11:44:07,2025-07-23,0.38,1,-0.001,-0.000,0.000,-0.878,-0.989,-0.863,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,380.990631,25,-4.523494,387.659302,381.551514,6.107788,2.445364,2.453351,1.297349,0.753061,0.246711,-0.026262,0.304053,0.159649,81.125381,0.000642,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115012_12a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
60,11:52:05,2025-07-23,Manual gsw+F,LI-COR Default,,060,,,0.002431,2.472457,0.002429,0.068822,0.948094,0.946003,3.162868,2.214775,11.791695,11.817750,39.424355,0.441786,7.500000,PSF-00232_20250723115205_fd6,0.000000,0.000000,0.000000,74.604752,320.529327,0.767245,0.5,0.80,22.915516,1.000000,26.32,26.26,27.11,24.91,24.91,80.23,115.3,107.2,7.0,75,3.996,11:44:07,2025-07-23,0.38,1,-0.000,0.000,0.002,0.080,0.208,0.420,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,311.427704,25,-6.175820,314.102783,311.679932,2.422852,2.446996,2.454847,1.311710,0.812766,0.250774,-0.025844,0.309674,0.169320,74.604752,0.000649,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115205_fd6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
61,11:52:33,2025-07-23,Manual gsw+F,LI-COR Default,,061,,,0.007517,2.534953,0.007495,0.221031,0.967408,0.960958,3.271039,2.303632,11.977279,12.057669,40.769886,0.441786,7.500000,PSF-00232_20250723115233_7a0,0.000000,0.000000,0.000000,67.807320,240.469696,0.718021,0.5,0.80,75.993393,1.000000,26.99,26.81,27.03,25.48,25.48,80.23,120.0,81.3,32.3,265,3.995,11:44:07,2025-07-23,0.38,1,-0.000,-0.001,-0.002,1.501,4.129,3.229,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,240.469696,25,24.523720,250.587708,275.609955,-25.022247,2.447866,2.455917,1.347353,0.756881,0.251597,-0.018329,0.311229,0.327654,67.807320,0.000642,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115233_7a0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
62,11:52:42,2025-07-23,Manual gsw+F,LI-COR Default,,062,,,-0.025015,2.667296,-0.025252,-0.215140,0.937732,0.943495,1.610364,0.672632,11.760643,11.688811,20.073156,0.441786,7.500000,PSF-00232_20250723115242_eee,0.000000,0.000000,0.000000,1.699090,1.764536,0.037090,0.5,0.80,5.991042,1.000000,26.20,26.36,27.00,14.06,14.06,80.22,130.8,-10.7,108.2,404,3.995,11:44:07,2025-07-23,0.38,1,-9999.000,-9999.000,-9999.000,-9999.000,-9999.000,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,1.764536,25,-0.018506,1.735926,1.738019,-0.002093,2.447159,2.454663,1.431122,0.583212,0.251827,-0.143010,0.311668,0.443726,1.699090,0.000643,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115242_eee,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
63,11:52:55,2025-07-23,Manual gsw+F,LI-COR Default,,063,,,0.014175,2.616658,0.014098,0.408910,0.954168,0.942847,3.220608,2.266440,11.752059,11.893168,40.143074,0.441786,7.500000,PSF-00232_20250723115255_37d,0.000000,0.000000,0.000000,96.486572,367.054260,0.737133,0.5,0.80,172.127411,1.000000,26.70,26.38,26.97,25.21,25.21,80.23,126.5,34.3,72.9,584,3.993,11:44:07,2025-07-23,0.38,1,0.000,0.004,0.013,0.073,0.023,1.434,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,353.683594,25,-9.487729,349.592682,353.459198,-3.866516,2.447207,2.455470,1.397573,0.663846,0.252120,-0.020738,0.312305,0.593746,96.486572,0.000654,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115255_37d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
64,11:53:59,2025-07-23,Manual gsw+F,LI-COR Default,,064,,,0.127331,2.691793,0.121580,1.002782,0.964683,0.938267,1.615703,0.651020,11.695914,12.025208,20.140467,0.441786,7.500000,PSF-00232_20250723115359_932,0.000000,0.000000,0.000000,1.736283,1.779914,0.024513,0.5,0.80,5.957256,1.000000,27.17,26.42,26.87,14.11,14.11,80.22,132.9,-10.3,107.7,608,3.993,11:44:07,2025-07-23,0.38,1,-9999.000,-9999.000,-9999.000,-9999.000,-9999.000,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,1.779914,25,-0.016168,1.735568,1.756747,-0.021179,2.447284,2.456223,1.448120,0.583914,0.253201,-0.140871,0.316271,0.613581,1.736283,0.000636,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115359_932,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
65,11:54:17,2025-07-23,Manual gsw+F,LI-COR Default,,065,,,0.069396,2.604110,0.067595,2.772736,1.039490,0.962182,4.222401,3.182911,11.993548,12.957182,52.631989,0.441786,7.500000,PSF-00232_20250723115417_5a6,0.000000,0.000000,0.000000,66.627502,204.938293,0.674890,0.5,0.80,341.550720,1.000000,29.26,27.09,26.87,29.84,29.84,80.22,125.5,89.0,29.1,1265,3.992,11:44:07,2025-07-23,0.38,1,0.000,-0.000,0.001,-0.023,0.309,0.563,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,181.230423,25,-18.939182,176.666016,177.800171,-1.134155,2.448326,2.459514,1.389564,0.773137,0.253137,0.035551,0.317407,1.161838,66.627502,0.000636,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115417_5a6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
66,11:54:50,2025-07-23,Manual gsw+F,LI-COR Default,,066,,,0.014056,2.634148,0.013982,0.445400,1.017362,1.005182,3.500721,2.483360,12.530944,12.682779,43.641182,0.441786,7.500000,PSF-00232_20250723115450_14d,0.000000,0.000000,0.000000,125.285629,309.305786,0.594946,0.5,0.80,103.445168,1.000000,28.52,28.18,26.94,26.62,26.62,80.22,128.0,75.4,41.1,435,3.988,11:54:41,2025-07-23,0.32,1,-0.002,-0.002,0.001,-3.479,-12.476,-11.942,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,302.854645,25,-5.319730,299.525513,301.683105,-2.157593,2.450018,2.458438,1.408931,0.744651,0.252411,-0.003953,0.319767,0.469453,125.285629,0.000639,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115450_14d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
67,11:57:12,2025-07-23,Manual gsw+F,LI-COR Default,,067,,,0.066530,2.620679,0.064882,2.032854,1.012423,0.956336,3.455816,2.443393,11.921457,12.620618,43.079361,0.441786,7.500000,PSF-00232_20250723115712_a89,0.000000,0.000000,0.000000,206.942444,353.156433,0.414020,0.5,0.80,155.079437,1.000000,28.03,26.48,27.15,26.40,26.40,80.22,126.8,74.0,41.7,936,3.988,11:54:41,2025-07-23,0.32,1,0.001,0.001,0.007,-3.243,-2.611,23.451,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,339.872711,25,-10.011903,336.504211,338.810303,-2.306091,2.447334,2.457648,1.400164,0.741846,0.250337,-0.008997,0.328361,0.887740,206.942444,0.000623,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115712_a89,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
68,11:57:37,2025-07-23,Manual gsw+F,LI-COR Default,,068,,,0.025196,2.563301,0.024950,1.113171,1.004673,0.972790,4.462294,3.457621,12.124794,12.522174,55.617729,0.441786,7.500000,PSF-00232_20250723115737_9b2,0.000000,0.000000,0.000000,63.074829,101.412262,0.378035,0.5,0.80,269.027313,1.000000,27.73,26.85,27.21,30.81,30.81,80.23,122.2,95.7,21.7,1779,3.987,11:54:41,2025-07-23,0.32,1,0.000,0.001,0.005,0.121,-0.152,1.950,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,95.039963,25,-4.684011,93.496086,94.700500,-1.204414,2.447908,2.457164,1.364278,0.787600,0.249801,0.043399,0.330014,1.590266,63.074829,0.000627,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115737_9b2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
69,11:58:01,2025-07-23,Manual gsw+F,LI-COR Default,,069,,,0.032146,2.636321,0.031759,1.192368,1.021904,0.989338,3.941173,2.919269,12.330311,12.736185,49.119606,0.441786,7.500000,PSF-00232_20250723115801_c32,0.000000,0.000000,0.000000,48.467159,127.917549,0.621106,0.5,0.80,315.776337,1.000000,28.10,27.21,27.27,28.65,28.65,80.24,128.1,49.4,61.4,1271,3.986,11:54:41,2025-07-23,0.32,1,0.001,0.002,0.010,0.491,0.935,1.860,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,115.777374,25,-8.478376,113.082649,115.768806,-2.686157,2.448451,2.457733,1.410359,0.692709,0.249159,0.016284,0.331578,1.166686,48.467159,0.000639,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115801_c32,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
70,11:58:51,2025-07-23,Manual gsw+F,LI-COR Default,,070,,,0.059732,2.737528,0.058457,1.832136,1.066829,1.020082,3.509846,2.443016,12.713562,13.296186,43.744167,0.441786,7.500000,PSF-00232_20250723115851_54e,0.000000,0.000000,0.000000,73.498962,270.445557,0.728230,0.5,0.80,434.280212,1.000000,29.05,27.78,27.44,26.67,26.67,80.24,137.1,-8.4,106.1,1491,3.984,11:54:41,2025-07-23,0.32,1,0.001,0.009,0.028,0.062,0.048,0.356,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,242.587570,25,-21.064898,238.424057,240.261475,-1.837418,2.449322,2.459195,1.481374,0.587142,0.247525,-0.009294,0.334887,1.349970,73.498962,0.000628,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115851_54e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
71,11:59:43,2025-07-23,Manual gsw+F,LI-COR Default,,071,,,0.013550,2.569040,0.013479,0.549555,0.985757,0.970069,4.152479,3.166723,12.089520,12.285025,51.750416,0.441786,7.500000,PSF-00232_20250723115943_141,0.000000,0.000000,0.000000,88.496445,145.022141,0.389773,0.5,0.80,223.033279,1.000000,26.45,26.03,27.69,29.55,29.55,80.24,122.7,105.0,14.4,1431,3.983,11:54:41,2025-07-23,0.32,1,-0.000,-0.001,0.002,-1.550,-4.443,-11.509,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,137.270096,25,-5.573655,135.505554,137.035599,-1.530045,2.446536,2.455062,1.367767,0.807955,0.245034,0.022163,0.337923,1.299664,88.496445,0.000618,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723115943_141,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
72,12:00:05,2025-07-23,Manual gsw+F,LI-COR Default,,072,,,0.015712,2.757088,0.015623,0.551910,0.957489,0.943572,3.710104,2.752615,11.757391,11.930804,46.229805,0.441786,7.500000,PSF-00232_20250723120005_b67,0.000000,0.000000,0.000000,90.656517,421.305481,0.784820,0.5,0.80,243.631516,1.000000,25.54,25.17,27.79,27.61,27.61,80.25,138.9,36.5,73.7,776,3.982,11:54:41,2025-07-23,0.32,1,-0.000,-0.001,-0.002,-0.191,0.130,0.026,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,402.675385,25,-15.329819,401.812805,399.339233,2.473572,2.445170,2.453610,1.496263,0.667953,0.244088,-0.002329,0.339062,0.754061,90.656517,0.000636,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723120005_b67,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
73,12:00:36,2025-07-23,Manual gsw+F,LI-COR Default,,073,,,0.004808,2.578916,0.004799,0.194540,0.972340,0.966820,4.122009,3.149669,12.047455,12.116235,51.363956,0.441786,7.500000,PSF-00232_20250723120036_fd2,0.000000,0.000000,0.000000,78.367706,288.827271,0.728669,0.5,0.80,353.376526,1.000000,25.72,25.57,27.94,29.43,29.43,80.25,123.4,103.3,16.4,1212,3.981,11:54:41,2025-07-23,0.32,1,0.000,-0.000,0.003,0.397,1.125,3.104,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,269.030579,25,-14.092841,268.213745,268.633514,-0.419769,2.445782,2.453867,1.373820,0.804068,0.242673,0.017671,0.340755,1.117816,78.367706,0.000627,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723120036_fd2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
74,12:02:01,2025-07-23,Manual gsw+F,LI-COR Default,,074,,,0.038520,2.737196,0.037985,1.379237,1.011680,0.976443,3.837989,2.826309,12.165398,12.604405,47.817062,0.441786,7.500000,PSF-00232_20250723120201_084,0.000000,0.000000,0.000000,156.222580,372.382904,0.580479,0.5,0.80,144.628159,1.000000,26.27,25.35,28.25,28.19,28.19,80.26,137.0,12.7,90.7,623,3.979,11:54:41,2025-07-23,0.32,1,0.002,0.005,0.017,-0.471,-1.079,0.484,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,356.827148,25,-10.809953,356.165161,356.893219,-0.728058,2.445390,2.454694,1.481125,0.624248,0.239640,-0.000978,0.345033,0.626350,154.312485,0.000622,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723120201_084,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
75,12:02:47,2025-07-23,Manual gsw+F,LI-COR Default,,075,,,0.059637,2.637038,0.058318,1.820486,1.050176,1.000474,3.485149,2.434973,12.463866,13.083040,43.417828,0.441786,7.500000,PSF-00232_20250723120247_2de,0.000000,0.000000,0.000000,83.577988,340.892120,0.754826,0.5,0.80,285.286682,1.000000,26.97,25.69,28.44,26.55,26.55,80.27,128.2,88.8,30.8,945,3.977,11:54:41,2025-07-23,0.32,1,0.000,0.000,0.017,0.575,1.458,3.778,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,-9999.000000,-9999.000000,300,300,300,305.878387,25,-27.324152,295.903076,301.739105,-5.836029,2.445898,2.455773,1.410831,0.772712,0.237850,-0.022730,0.347233,0.894786,83.577988,0.000649,2.400430,-0.000041,1.000000,2.408421,-0.000039,1.000000,0.600250,0.601702,0.107071,0.000000,PSF-00232_20250723120247_2de,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
